disease1,disease2,gene_id,disease_pair
p130846,p131820,ENSG00000267348,p130846-p131820
p130846,p131820,ENSG00000142252,p130846-p131820
p130846,p131820,ENSG00000007047,p130846-p131820
p130846,p131820,ENSG00000104866,p130846-p131820
p130846,p131820,ENSG00000267044,p130846-p131820
p130846,p131820,ENSG00000267037,p130846-p131820
p130846,p131820,ENSG00000179846,p130846-p131820
p130846,p131820,ENSG00000007255,p130846-p131820
p130846,p131820,ENSG00000189114,p130846-p131820
p130846,p131820,ENSG00000267545,p130846-p131820
p130846,p131820,ENSG00000266958,p130846-p131820
p130846,p131820,ENSG00000130201,p130846-p131820
p130846,p131820,ENSG00000267045,p130846-p131820
p130846,p131820,ENSG00000104879,p130846-p131820
p130846,p131820,ENSG00000104892,p130846-p131820
p130846,p131820,ENSG00000268341,p130846-p131820
p130846,p131820,ENSG00000104884,p130846-p131820
p130846,p131820,ENSG00000104881,p130846-p131820
p130846,p131820,ENSG00000117877,p130846-p131820
p130846,p131820,ENSG00000012061,p130846-p131820
p130846,p131820,ENSG00000125740,p130846-p131820
p130846,p131820,ENSG00000125744,p130846-p131820
p130846,p131820,ENSG00000213889,p130846-p131820
p130846,p131820,ENSG00000125753,p130846-p131820
p131036,p131038,ENSG00000159915,p131036-p131038
p131036,p131038,ENSG00000062370,p131036-p131038
p131036,p131038,ENSG00000267173,p131036-p131038
p131036,p131038,ENSG00000267508,p131036-p131038
p131036,p131038,ENSG00000167383,p131036-p131038
p131036,p131038,ENSG00000267242,p131036-p131038
p131036,p131038,ENSG00000167384,p131036-p131038
p131036,p131038,ENSG00000267614,p131036-p131038
p131036,p131038,ENSG00000216588,p131036-p131038
p131036,p131038,ENSG00000266903,p131036-p131038
p131036,p131038,ENSG00000073008,p131036-p131038
p131036,p131038,ENSG00000186567,p131036-p131038
p131036,p131038,ENSG00000213892,p131036-p131038
p131036,p131038,ENSG00000069399,p131036-p131038
p131036,p131038,ENSG00000142273,p131036-p131038
p131036,p131038,ENSG00000187244,p131036-p131038
p131036,p131038,ENSG00000130202,p131036-p131038
p131036,p131038,ENSG00000267282,p131036-p131038
p131036,p131038,ENSG00000130204,p131036-p131038
p131036,p131038,ENSG00000130203,p131036-p131038
p131036,p131038,ENSG00000130208,p131036-p131038
p131036,p131038,ENSG00000224916,p131036-p131038
p131036,p131038,ENSG00000267467,p131036-p131038
p131036,p131038,ENSG00000234906,p131036-p131038
p131036,p131038,ENSG00000267114,p131036-p131038
p131036,p131038,ENSG00000104853,p131036-p131038
p131036,p131038,ENSG00000104856,p131036-p131038
p131036,p131038,ENSG00000104859,p131036-p131038
p131036,p131038,ENSG00000170684,p131036-p131038
p131036,p131038,ENSG00000267348,p131036-p131038
p131036,p131038,ENSG00000142252,p131036-p131038
p131036,p131038,ENSG00000007047,p131036-p131038
p131036,p131038,ENSG00000104866,p131036-p131038
p131036,p131038,ENSG00000267044,p131036-p131038
p131036,p131038,ENSG00000267037,p131036-p131038
p131036,p131038,ENSG00000179846,p131036-p131038
p131036,p131038,ENSG00000007255,p131036-p131038
p131036,p131038,ENSG00000189114,p131036-p131038
p131036,p131038,ENSG00000267545,p131036-p131038
p131036,p131038,ENSG00000266958,p131036-p131038
p131036,p131038,ENSG00000130201,p131036-p131038
p131036,p131038,ENSG00000267045,p131036-p131038
p131036,p131038,ENSG00000104879,p131036-p131038
p131036,p131038,ENSG00000104892,p131036-p131038
p131036,p131038,ENSG00000268341,p131036-p131038
p131036,p131038,ENSG00000104884,p131036-p131038
p131036,p131038,ENSG00000104881,p131036-p131038
p131036,p131038,ENSG00000117877,p131036-p131038
p131036,p131038,ENSG00000012061,p131036-p131038
p131036,p131038,ENSG00000125740,p131036-p131038
p131036,p131038,ENSG00000125744,p131036-p131038
p131036,p131038,ENSG00000213889,p131036-p131038
p131036,p131038,ENSG00000125753,p131036-p131038
p131036,p131306,ENSG00000159915,p131036-p131306
p131036,p131306,ENSG00000062370,p131036-p131306
p131036,p131306,ENSG00000267173,p131036-p131306
p131036,p131306,ENSG00000267508,p131036-p131306
p131036,p131306,ENSG00000167383,p131036-p131306
p131036,p131306,ENSG00000267242,p131036-p131306
p131036,p131306,ENSG00000167384,p131036-p131306
p131036,p131306,ENSG00000267614,p131036-p131306
p131036,p131306,ENSG00000216588,p131036-p131306
p131036,p131306,ENSG00000266903,p131036-p131306
p131036,p131306,ENSG00000073008,p131036-p131306
p131036,p131306,ENSG00000186567,p131036-p131306
p131036,p131306,ENSG00000213892,p131036-p131306
p131036,p131306,ENSG00000069399,p131036-p131306
p131036,p131306,ENSG00000142273,p131036-p131306
p131036,p131306,ENSG00000187244,p131036-p131306
p131036,p131306,ENSG00000130202,p131036-p131306
p131036,p131306,ENSG00000267282,p131036-p131306
p131036,p131306,ENSG00000130204,p131036-p131306
p131036,p131306,ENSG00000130203,p131036-p131306
p131036,p131306,ENSG00000130208,p131036-p131306
p131036,p131306,ENSG00000224916,p131036-p131306
p131036,p131306,ENSG00000267467,p131036-p131306
p131036,p131306,ENSG00000234906,p131036-p131306
p131036,p131306,ENSG00000267114,p131036-p131306
p131036,p131306,ENSG00000104853,p131036-p131306
p131036,p131306,ENSG00000104856,p131036-p131306
p131036,p131306,ENSG00000104859,p131036-p131306
p131036,p131306,ENSG00000170684,p131036-p131306
p131036,p131306,ENSG00000267348,p131036-p131306
p131036,p131306,ENSG00000142252,p131036-p131306
p131036,p131306,ENSG00000007047,p131036-p131306
p131036,p131306,ENSG00000104866,p131036-p131306
p131036,p131306,ENSG00000267044,p131036-p131306
p131036,p131306,ENSG00000267037,p131036-p131306
p131036,p131306,ENSG00000179846,p131036-p131306
p131036,p131306,ENSG00000007255,p131036-p131306
p131036,p131306,ENSG00000189114,p131036-p131306
p131036,p131306,ENSG00000267545,p131036-p131306
p131036,p131306,ENSG00000266958,p131036-p131306
p131036,p131306,ENSG00000130201,p131036-p131306
p131036,p131306,ENSG00000267045,p131036-p131306
p131036,p131306,ENSG00000104879,p131036-p131306
p131036,p131306,ENSG00000104892,p131036-p131306
p131036,p131306,ENSG00000268341,p131036-p131306
p131036,p131306,ENSG00000104884,p131036-p131306
p131036,p131306,ENSG00000104881,p131036-p131306
p131036,p131306,ENSG00000117877,p131036-p131306
p131036,p131306,ENSG00000012061,p131036-p131306
p131036,p131306,ENSG00000125740,p131036-p131306
p131036,p131306,ENSG00000125744,p131036-p131306
p131036,p131306,ENSG00000213889,p131036-p131306
p131036,p131306,ENSG00000125753,p131036-p131306
p131036,p131670,ENSG00000159915,p131036-p131670
p131036,p131670,ENSG00000062370,p131036-p131670
p131036,p131670,ENSG00000267173,p131036-p131670
p131036,p131670,ENSG00000267508,p131036-p131670
p131036,p131670,ENSG00000167383,p131036-p131670
p131036,p131670,ENSG00000267242,p131036-p131670
p131036,p131670,ENSG00000167384,p131036-p131670
p131036,p131670,ENSG00000267614,p131036-p131670
p131036,p131670,ENSG00000216588,p131036-p131670
p131036,p131670,ENSG00000266903,p131036-p131670
p131036,p131670,ENSG00000073008,p131036-p131670
p131036,p131670,ENSG00000186567,p131036-p131670
p131036,p131670,ENSG00000213892,p131036-p131670
p131036,p131670,ENSG00000069399,p131036-p131670
p131036,p131670,ENSG00000142273,p131036-p131670
p131036,p131670,ENSG00000187244,p131036-p131670
p131036,p131670,ENSG00000130202,p131036-p131670
p131036,p131670,ENSG00000267282,p131036-p131670
p131036,p131670,ENSG00000130204,p131036-p131670
p131036,p131670,ENSG00000130203,p131036-p131670
p131036,p131670,ENSG00000130208,p131036-p131670
p131036,p131670,ENSG00000224916,p131036-p131670
p131036,p131670,ENSG00000267467,p131036-p131670
p131036,p131670,ENSG00000234906,p131036-p131670
p131036,p131670,ENSG00000267114,p131036-p131670
p131036,p131670,ENSG00000104853,p131036-p131670
p131036,p131670,ENSG00000104856,p131036-p131670
p131036,p131670,ENSG00000104859,p131036-p131670
p131036,p131670,ENSG00000170684,p131036-p131670
p131036,p131670,ENSG00000267348,p131036-p131670
p131036,p131670,ENSG00000142252,p131036-p131670
p131036,p131670,ENSG00000007047,p131036-p131670
p131036,p131670,ENSG00000104866,p131036-p131670
p131036,p131670,ENSG00000267044,p131036-p131670
p131036,p131670,ENSG00000267037,p131036-p131670
p131036,p131670,ENSG00000179846,p131036-p131670
p131036,p131670,ENSG00000007255,p131036-p131670
p131036,p131670,ENSG00000189114,p131036-p131670
p131036,p131670,ENSG00000267545,p131036-p131670
p131036,p131670,ENSG00000266958,p131036-p131670
p131036,p131670,ENSG00000130201,p131036-p131670
p131036,p131670,ENSG00000267045,p131036-p131670
p131036,p131670,ENSG00000104879,p131036-p131670
p131036,p131670,ENSG00000104892,p131036-p131670
p131036,p131670,ENSG00000268341,p131036-p131670
p131036,p131670,ENSG00000104884,p131036-p131670
p131036,p131670,ENSG00000104881,p131036-p131670
p131036,p131670,ENSG00000117877,p131036-p131670
p131036,p131670,ENSG00000012061,p131036-p131670
p131036,p131670,ENSG00000125740,p131036-p131670
p131036,p131670,ENSG00000125744,p131036-p131670
p131036,p131670,ENSG00000213889,p131036-p131670
p131036,p131670,ENSG00000125753,p131036-p131670
p131036,p131820,ENSG00000159915,p131036-p131820
p131036,p131820,ENSG00000062370,p131036-p131820
p131036,p131820,ENSG00000267173,p131036-p131820
p131036,p131820,ENSG00000267508,p131036-p131820
p131036,p131820,ENSG00000167383,p131036-p131820
p131036,p131820,ENSG00000267242,p131036-p131820
p131036,p131820,ENSG00000167384,p131036-p131820
p131036,p131820,ENSG00000267614,p131036-p131820
p131036,p131820,ENSG00000216588,p131036-p131820
p131036,p131820,ENSG00000266903,p131036-p131820
p131036,p131820,ENSG00000073008,p131036-p131820
p131036,p131820,ENSG00000186567,p131036-p131820
p131036,p131820,ENSG00000213892,p131036-p131820
p131036,p131820,ENSG00000069399,p131036-p131820
p131036,p131820,ENSG00000142273,p131036-p131820
p131036,p131820,ENSG00000187244,p131036-p131820
p131036,p131820,ENSG00000130202,p131036-p131820
p131036,p131820,ENSG00000267282,p131036-p131820
p131036,p131820,ENSG00000130204,p131036-p131820
p131036,p131820,ENSG00000130203,p131036-p131820
p131036,p131820,ENSG00000130208,p131036-p131820
p131036,p131820,ENSG00000224916,p131036-p131820
p131036,p131820,ENSG00000267467,p131036-p131820
p131036,p131820,ENSG00000234906,p131036-p131820
p131036,p131820,ENSG00000267114,p131036-p131820
p131036,p131820,ENSG00000104853,p131036-p131820
p131036,p131820,ENSG00000104856,p131036-p131820
p131036,p131820,ENSG00000104859,p131036-p131820
p131036,p131820,ENSG00000170684,p131036-p131820
p131036,p131820,ENSG00000267348,p131036-p131820
p131036,p131820,ENSG00000142252,p131036-p131820
p131036,p131820,ENSG00000007047,p131036-p131820
p131036,p131820,ENSG00000104866,p131036-p131820
p131036,p131820,ENSG00000267044,p131036-p131820
p131036,p131820,ENSG00000267037,p131036-p131820
p131036,p131820,ENSG00000179846,p131036-p131820
p131036,p131820,ENSG00000007255,p131036-p131820
p131036,p131820,ENSG00000189114,p131036-p131820
p131036,p131820,ENSG00000267545,p131036-p131820
p131036,p131820,ENSG00000266958,p131036-p131820
p131036,p131820,ENSG00000130201,p131036-p131820
p131036,p131820,ENSG00000267045,p131036-p131820
p131036,p131820,ENSG00000104879,p131036-p131820
p131036,p131820,ENSG00000104892,p131036-p131820
p131036,p131820,ENSG00000268341,p131036-p131820
p131036,p131820,ENSG00000104884,p131036-p131820
p131036,p131820,ENSG00000104881,p131036-p131820
p131036,p131820,ENSG00000117877,p131036-p131820
p131036,p131820,ENSG00000012061,p131036-p131820
p131036,p131820,ENSG00000125740,p131036-p131820
p131036,p131820,ENSG00000125744,p131036-p131820
p131036,p131820,ENSG00000213889,p131036-p131820
p131036,p131820,ENSG00000125753,p131036-p131820
p131056,p131350,ENSG00000138792,p131056-p131350
p131056,p131350,ENSG00000250511,p131056-p131350
p131056,p131350,ENSG00000250103,p131056-p131350
p131056,p131350,ENSG00000164093,p131056-p131350
p131056,p131350,ENSG00000249519,p131056-p131350
p131056,p131350,ENSG00000251808,p131056-p131350
p131056,p131350,ENSG00000215961,p131056-p131350
p131056,p131350,ENSG00000248656,p131056-p131350
p131056,p131350,ENSG00000250855,p131056-p131350
p131056,p131350,ENSG00000248432,p131056-p131350
p131056,p131350,ENSG00000249815,p131056-p131350
p131056,p131350,ENSG00000174749,p131056-p131350
p131056,p131350,ENSG00000260526,p131056-p131350
p131056,p131350,ENSG00000138660,p131056-p131350
p131056,p131350,ENSG00000272567,p131056-p131350
p131056,p131350,ENSG00000145365,p131056-p131350
p131056,p131350,ENSG00000073331,p131056-p131350
p131056,p131350,ENSG00000178403,p131056-p131350
p131056,p131350,ENSG00000249509,p131056-p131350
p131056,p131350,ENSG00000138658,p131056-p131350
p131056,p131350,ENSG00000174720,p131056-p131350
p131056,p131350,ENSG00000249532,p131056-p131350
p131056,p131350,ENSG00000199169,p131056-p131350
p131056,p131350,ENSG00000199145,p131056-p131350
p131056,p131350,ENSG00000207927,p131056-p131350
p131056,p131350,ENSG00000199102,p131056-p131350
p131056,p131350,ENSG00000250046,p131056-p131350
p131056,p131350,ENSG00000251126,p131056-p131350
p131322,p131350,ENSG00000138792,p131322-p131350
p131322,p131350,ENSG00000250511,p131322-p131350
p131322,p131350,ENSG00000250103,p131322-p131350
p131322,p131350,ENSG00000164093,p131322-p131350
p131322,p131350,ENSG00000249519,p131322-p131350
p131322,p131350,ENSG00000251808,p131322-p131350
p131322,p131350,ENSG00000215961,p131322-p131350
p131322,p131350,ENSG00000248656,p131322-p131350
p131322,p131350,ENSG00000250855,p131322-p131350
p131322,p131350,ENSG00000248432,p131322-p131350
p131322,p131350,ENSG00000249815,p131322-p131350
p131322,p131350,ENSG00000174749,p131322-p131350
p131322,p131350,ENSG00000260526,p131322-p131350
p131322,p131350,ENSG00000138660,p131322-p131350
p131322,p131350,ENSG00000272567,p131322-p131350
p131322,p131350,ENSG00000145365,p131322-p131350
p131322,p131350,ENSG00000073331,p131322-p131350
p131322,p131350,ENSG00000178403,p131322-p131350
p131322,p131350,ENSG00000249509,p131322-p131350
p131322,p131350,ENSG00000138658,p131322-p131350
p131322,p131350,ENSG00000174720,p131322-p131350
p131322,p131350,ENSG00000249532,p131322-p131350
p131322,p131350,ENSG00000199169,p131322-p131350
p131322,p131350,ENSG00000199145,p131322-p131350
p131322,p131350,ENSG00000207927,p131322-p131350
p131322,p131350,ENSG00000199102,p131322-p131350
p131322,p131350,ENSG00000250046,p131322-p131350
p131322,p131350,ENSG00000251126,p131322-p131350
p131350,p131354,ENSG00000138792,p131350-p131354
p131350,p131354,ENSG00000250511,p131350-p131354
p131350,p131354,ENSG00000250103,p131350-p131354
p131350,p131354,ENSG00000164093,p131350-p131354
p131350,p131354,ENSG00000249519,p131350-p131354
p131350,p131354,ENSG00000251808,p131350-p131354
p131350,p131354,ENSG00000215961,p131350-p131354
p131350,p131354,ENSG00000248656,p131350-p131354
p131350,p131354,ENSG00000250855,p131350-p131354
p131350,p131354,ENSG00000248432,p131350-p131354
p131350,p131354,ENSG00000249815,p131350-p131354
p131350,p131354,ENSG00000174749,p131350-p131354
p131350,p131354,ENSG00000260526,p131350-p131354
p131350,p131354,ENSG00000138660,p131350-p131354
p131350,p131354,ENSG00000272567,p131350-p131354
p131350,p131354,ENSG00000145365,p131350-p131354
p131350,p131354,ENSG00000073331,p131350-p131354
p131350,p131354,ENSG00000178403,p131350-p131354
p131350,p131354,ENSG00000249509,p131350-p131354
p131350,p131354,ENSG00000138658,p131350-p131354
p131350,p131354,ENSG00000174720,p131350-p131354
p131350,p131354,ENSG00000249532,p131350-p131354
p131350,p131354,ENSG00000199169,p131350-p131354
p131350,p131354,ENSG00000199145,p131350-p131354
p131350,p131354,ENSG00000207927,p131350-p131354
p131350,p131354,ENSG00000199102,p131350-p131354
p131350,p131354,ENSG00000250046,p131350-p131354
p131350,p131354,ENSG00000251126,p131350-p131354
p131306,p131870,ENSG00000256481,p131306-p131870
p131306,p131870,ENSG00000126500,p131306-p131870
p131306,p131870,ENSG00000256341,p131306-p131870
p131306,p131870,ENSG00000168439,p131306-p131870
p131306,p131870,ENSG00000149781,p131306-p131870
p131306,p131870,ENSG00000149743,p131306-p131870
p131306,p131870,ENSG00000149761,p131306-p131870
p131306,p131870,ENSG00000256116,p131306-p131870
p131306,p131870,ENSG00000110011,p131306-p131870
p131306,p131870,ENSG00000173511,p131306-p131870
p131306,p131870,ENSG00000173486,p131306-p131870
p131306,p131870,ENSG00000173457,p131306-p131870
p131306,p131870,ENSG00000256940,p131306-p131870
p131306,p131870,ENSG00000257086,p131306-p131870
p131306,p131870,ENSG00000149782,p131306-p131870
p131306,p131870,ENSG00000002330,p131306-p131870
p131306,p131870,ENSG00000173264,p131306-p131870
p131306,p131870,ENSG00000182450,p131306-p131870
p131306,p131870,ENSG00000219435,p131306-p131870
p131306,p131870,ENSG00000173153,p131306-p131870
p131306,p131870,ENSG00000173113,p131306-p131870
p131306,p131870,ENSG00000126432,p131306-p131870
p131306,p131870,ENSG00000236935,p131306-p131870
p131306,p131870,ENSG00000168071,p131306-p131870
p131306,p131870,ENSG00000162302,p131306-p131870
p131306,p131870,ENSG00000221273,p131306-p131870
p131306,p131870,ENSG00000231680,p131306-p131870
p131306,p131870,ENSG00000231492,p131306-p131870
p131306,p131870,ENSG00000181908,p131306-p131870
p131306,p131870,ENSG00000232500,p131306-p131870
p131306,p131870,ENSG00000168065,p131306-p131870
p131306,p131870,ENSG00000197891,p131306-p131870
p131306,p131870,ENSG00000110076,p131306-p131870
p131306,p131870,ENSG00000237410,p131306-p131870
p131306,p131870,ENSG00000068831,p131306-p131870
p131306,p131870,ENSG00000068976,p131306-p131870
p131306,p131870,ENSG00000168066,p131306-p131870
p131306,p131870,ENSG00000269038,p131306-p131870
p131306,p131870,ENSG00000269290,p131306-p131870
p131306,p131870,ENSG00000168067,p131306-p131870
p131306,p131870,ENSG00000133895,p131306-p131870
p131306,p131870,ENSG00000171219,p131306-p131870
p131306,p131870,ENSG00000110047,p131306-p131870
p131306,p131870,ENSG00000267804,p131306-p131870
p131306,p131870,ENSG00000207648,p131306-p131870
p131306,p131870,ENSG00000229719,p131306-p131870
p131306,p131870,ENSG00000110046,p131306-p131870
p131306,p131870,ENSG00000068971,p131306-p131870
p131306,p131870,ENSG00000149735,p131306-p131870
p131306,p131870,ENSG00000168070,p131306-p131870
p131306,p131870,ENSG00000168062,p131306-p131870
p131306,p131870,ENSG00000213465,p131306-p131870
p131306,p131870,ENSG00000273003,p131306-p131870
p131306,p131870,ENSG00000110025,p131306-p131870
p131306,p131870,ENSG00000168061,p131306-p131870
p131306,p131870,ENSG00000168060,p131306-p131870
p131306,p131870,ENSG00000146670,p131306-p131870
p131306,p131870,ENSG00000162300,p131306-p131870
p131306,p131870,ENSG00000187066,p131306-p131870
p131306,p131870,ENSG00000149823,p131306-p131870
p131306,p131870,ENSG00000254501,p131306-p131870
p131306,p131870,ENSG00000149809,p131306-p131870
p131306,p131870,ENSG00000174276,p131306-p131870
p131306,p131870,ENSG00000255173,p131306-p131870
p131306,p131870,ENSG00000149806,p131306-p131870
p131306,p131870,ENSG00000162298,p131306-p131870
p131306,p131870,ENSG00000149792,p131306-p131870
p131306,p131870,ENSG00000204710,p131306-p131870
p131306,p131870,ENSG00000254614,p131306-p131870
p131306,p131870,ENSG00000014216,p131306-p131870
p131306,p131870,ENSG00000014138,p131306-p131870
p131306,p131870,ENSG00000149798,p131306-p131870
p131306,p131870,ENSG00000133884,p131306-p131870
p131306,p131870,ENSG00000173825,p131306-p131870
p131306,p131870,ENSG00000255478,p131306-p131870
p131306,p131870,ENSG00000162241,p131306-p131870
p131306,p131870,ENSG00000126391,p131306-p131870
p131306,p131870,ENSG00000245532,p131306-p131870
p131306,p131870,ENSG00000173727,p131306-p131870
p131306,p131870,ENSG00000251562,p131306-p131870
p131306,p131870,ENSG00000270117,p131306-p131870
p131306,p131870,ENSG00000142186,p131306-p131870
p131306,p131870,ENSG00000168056,p131306-p131870
p131306,p131870,ENSG00000260233,p131306-p131870
p131306,p131870,ENSG00000173465,p131306-p131870
p131306,p131870,ENSG00000176973,p131306-p131870
p131306,p131870,ENSG00000173442,p131306-p131870
p131306,p131870,ENSG00000269018,p131306-p131870
p131306,p131870,ENSG00000173338,p131306-p131870
p131306,p131870,ENSG00000173327,p131306-p131870
p131306,p131870,ENSG00000197136,p131306-p131870
p131306,p131870,ENSG00000266041,p131306-p131870
p131306,p131870,ENSG00000213445,p131306-p131870
p131306,p131870,ENSG00000265874,p131306-p131870
p131306,p131870,ENSG00000173039,p131306-p131870
p131306,p131870,ENSG00000172977,p131306-p131870
p131306,p131870,ENSG00000172922,p131306-p131870
p131306,p131870,ENSG00000255557,p131306-p131870
p131306,p131870,ENSG00000254470,p131306-p131870
p131306,p131870,ENSG00000172818,p131306-p131870
p131306,p131870,ENSG00000255120,p131306-p131870
p131306,p131870,ENSG00000255404,p131306-p131870
p131306,p131870,ENSG00000172757,p131306-p131870
p131306,p131870,ENSG00000172803,p131306-p131870
p131306,p131870,ENSG00000172732,p131306-p131870
p131306,p131870,ENSG00000172638,p131306-p131870
p131306,p131870,ENSG00000172543,p131306-p131870
p131306,p131870,ENSG00000172500,p131306-p131870
p131306,p131870,ENSG00000175602,p131306-p131870
p131306,p131870,ENSG00000175592,p131306-p131870
p131306,p131870,ENSG00000175573,p131306-p131870
p131306,p131870,ENSG00000175550,p131306-p131870
p131306,p131870,ENSG00000175467,p131306-p131870
p131306,p131870,ENSG00000175376,p131306-p131870
p131306,p131870,ENSG00000175334,p131306-p131870
p131306,p131870,ENSG00000175315,p131306-p131870
p131306,p131870,ENSG00000175294,p131306-p131870
p131306,p131870,ENSG00000175229,p131306-p131870
p131306,p131870,ENSG00000087365,p131306-p131870
p131306,p131870,ENSG00000255038,p131306-p131870
p131164,p131166,ENSG00000228740,p131164-p131166
p131164,p131166,ENSG00000258970,p131164-p131166
p131164,p131166,ENSG00000259168,p131164-p131166
p131164,p131166,ENSG00000258594,p131164-p131166
p131164,p131166,ENSG00000258853,p131164-p131166
p131164,p131166,ENSG00000104044,p131164-p131166
p131164,p131166,ENSG00000232394,p131164-p131166
p131164,p131166,ENSG00000128731,p131164-p131166
p131164,p131166,ENSG00000153684,p131164-p131166
p131164,p131166,ENSG00000221050,p131164-p131166
p131164,p131166,ENSG00000266039,p131164-p131166
p131164,p131166,ENSG00000263964,p131164-p131166
p131164,p131166,ENSG00000183629,p131164-p131166
p131164,p131166,ENSG00000238607,p131164-p131166
p131164,p131166,ENSG00000188626,p131164-p131166
p131164,p131166,ENSG00000238340,p131164-p131166
p131164,p131166,ENSG00000261480,p131164-p131166
p131164,p131166,ENSG00000259277,p131164-p131166
p130708,p131306,ENSG00000264941,p130708-p131306
p130708,p131306,ENSG00000252324,p130708-p131306
p130708,p131306,ENSG00000188352,p130708-p131306
p130708,p131306,ENSG00000227071,p130708-p131306
p130708,p131306,ENSG00000207609,p130708-p131306
p130708,p131306,ENSG00000188921,p130708-p131306
p130708,p131306,ENSG00000171855,p130708-p131306
p130708,p131306,ENSG00000177047,p130708-p131306
p130708,p131306,ENSG00000137080,p130708-p131306
p130708,p131306,ENSG00000236637,p130708-p131306
p130708,p131306,ENSG00000214042,p130708-p131306
p130708,p131306,ENSG00000186803,p130708-p131306
p130708,p131306,ENSG00000147885,p130708-p131306
p130708,p131306,ENSG00000234829,p130708-p131306
p130708,p131306,ENSG00000228083,p130708-p131306
p130708,p131306,ENSG00000147873,p130708-p131306
p130708,p131306,ENSG00000198642,p130708-p131306
p130708,p131306,ENSG00000120235,p130708-p131306
p130708,p131306,ENSG00000233816,p130708-p131306
p130708,p131306,ENSG00000188379,p130708-p131306
p130708,p131306,ENSG00000261696,p130708-p131306
p130708,p131306,ENSG00000120242,p130708-p131306
p130708,p131306,ENSG00000197919,p130708-p131306
p130708,p131306,ENSG00000184995,p130708-p131306
p130708,p131306,ENSG00000199177,p130708-p131306
p130708,p131306,ENSG00000099810,p130708-p131306
p130708,p131306,ENSG00000264545,p130708-p131306
p130708,p131306,ENSG00000266732,p130708-p131306
p130708,p131306,ENSG00000265194,p130708-p131306
p130708,p131306,ENSG00000224854,p130708-p131306
p130708,p131306,ENSG00000147889,p130708-p131306
p130708,p131306,ENSG00000240498,p130708-p131306
p130708,p131306,ENSG00000147883,p130708-p131306
p131304,p131306,ENSG00000264941,p131304-p131306
p131304,p131306,ENSG00000252324,p131304-p131306
p131304,p131306,ENSG00000188352,p131304-p131306
p131304,p131306,ENSG00000227071,p131304-p131306
p131304,p131306,ENSG00000207609,p131304-p131306
p131304,p131306,ENSG00000188921,p131304-p131306
p131304,p131306,ENSG00000171855,p131304-p131306
p131304,p131306,ENSG00000177047,p131304-p131306
p131304,p131306,ENSG00000137080,p131304-p131306
p131304,p131306,ENSG00000236637,p131304-p131306
p131304,p131306,ENSG00000214042,p131304-p131306
p131304,p131306,ENSG00000186803,p131304-p131306
p131304,p131306,ENSG00000147885,p131304-p131306
p131304,p131306,ENSG00000234829,p131304-p131306
p131304,p131306,ENSG00000228083,p131304-p131306
p131304,p131306,ENSG00000147873,p131304-p131306
p131304,p131306,ENSG00000198642,p131304-p131306
p131304,p131306,ENSG00000120235,p131304-p131306
p131304,p131306,ENSG00000233816,p131304-p131306
p131304,p131306,ENSG00000188379,p131304-p131306
p131304,p131306,ENSG00000261696,p131304-p131306
p131304,p131306,ENSG00000120242,p131304-p131306
p131304,p131306,ENSG00000197919,p131304-p131306
p131304,p131306,ENSG00000184995,p131304-p131306
p131304,p131306,ENSG00000199177,p131304-p131306
p131304,p131306,ENSG00000099810,p131304-p131306
p131304,p131306,ENSG00000264545,p131304-p131306
p131304,p131306,ENSG00000266732,p131304-p131306
p131304,p131306,ENSG00000265194,p131304-p131306
p131304,p131306,ENSG00000224854,p131304-p131306
p131304,p131306,ENSG00000147889,p131304-p131306
p131304,p131306,ENSG00000240498,p131304-p131306
p131304,p131306,ENSG00000147883,p131304-p131306
p131306,p131872,ENSG00000139437,p131306-p131872
p131306,p131872,ENSG00000139436,p131306-p131872
p131306,p131872,ENSG00000076513,p131306-p131872
p131306,p131872,ENSG00000174456,p131306-p131872
p131306,p131872,ENSG00000122970,p131306-p131872
p131306,p131872,ENSG00000174437,p131306-p131872
p131306,p131872,ENSG00000196510,p131306-p131872
p131306,p131872,ENSG00000111229,p131306-p131872
p131306,p131872,ENSG00000111231,p131306-p131872
p131306,p131872,ENSG00000204856,p131306-p131872
p131306,p131872,ENSG00000111237,p131306-p131872
p131306,p131872,ENSG00000151164,p131306-p131872
p131306,p131872,ENSG00000196850,p131306-p131872
p131306,p131872,ENSG00000204852,p131306-p131872
p131306,p131872,ENSG00000122986,p131306-p131872
p131306,p131872,ENSG00000221246,p131306-p131872
p131306,p131872,ENSG00000186298,p131306-p131872
p131306,p131872,ENSG00000257268,p131306-p131872
p131306,p131872,ENSG00000173093,p131306-p131872
p131306,p131872,ENSG00000111245,p131306-p131872
p131306,p131872,ENSG00000185847,p131306-p131872
p131306,p131872,ENSG00000258240,p131306-p131872
p131306,p131872,ENSG00000111249,p131306-p131872
p131306,p131872,ENSG00000221259,p131306-p131872
p131306,p131872,ENSG00000221386,p131306-p131872
p131306,p131872,ENSG00000198324,p131306-p131872
p131306,p131872,ENSG00000257595,p131306-p131872
p131306,p131872,ENSG00000111252,p131306-p131872
p131306,p131872,ENSG00000204842,p131306-p131872
p131306,p131872,ENSG00000266269,p131306-p131872
p131306,p131872,ENSG00000258099,p131306-p131872
p131306,p131872,ENSG00000089234,p131306-p131872
p131306,p131872,ENSG00000111271,p131306-p131872
p131306,p131872,ENSG00000257767,p131306-p131872
p131306,p131872,ENSG00000111275,p131306-p131872
