coefficient,pvalue,var_explained,covar,disease_field
-12.478658172521357,1.1158419257026099e-13,-1,PC4,p130770
-7.924324448771734,5.942327569637963e-06,-1,PC5,p130770
3.353595944959641,0.0198529543328666,-1,PC6,p130770
9.957668792278277,6.288702021203176e-11,-1,PC7,p130770
-11.87193273995948,2.4018199682452997e-09,-1,PC8,p130770
-3.936627555330552,0.0118948909375535,-1,PC9,p130770
3.305800465285336,0.0024474103065738,-1,PC10,p130770
4.611526815077648,0.00028834445427604105,-1,PC11,p130770
4.00079402120622,0.0031843881646901,-1,PC12,p130770
16.21400592599623,3.0903628702536433e-14,-1,PC13,p130770
-11.716122514024558,5.7791831829083685e-18,-1,PC14,p130770
-7.392014002344418,1.98470876591382e-06,-1,PC15,p130770
-2.38663124094801,0.8177626734018419,-1,PC16,p130770
-4.973382100893328,0.1451393070506547,-1,PC17,p130770
7.152472490389752,0.0096977436338067,-1,PC18,p130770
5.847505038628158,0.0010365153702557,-1,PC19,p130770
5.346878306812999,0.0007417192257507091,-1,PC20,p130770
11.19956116735465,2.5319669410846212e-08,-1,PC21,p130770
14.27108076152492,3.434553424215736e-09,-1,PC22,p130770
12.280062066190432,0.0002180109475601265,-1,PC23,p130770
8.652099478988273,0.0006521353252828305,-1,PC24,p130770
4.443838070342389e-09,0.9999999998894764,-1,PC25,p130770
6363748621525454.0,0.0,-1,PC26,p130770
66.49010210047179,0.7727370395260166,-1,PC1,p130774
2.599525218147035,1.4807836733701803e-05,-1,PC2,p130774
3.968448378311723,0.0132991602745318,-1,PC3,p130774
1702344727042807.5,0.0,-1,PC4,p130774
8.680555447897383,0.0097236307303088,-1,PC5,p130774
7.057474919966694e+22,0.4552151983841879,-1,PC6,p130774
4.128299489829882e+16,9.99267833406155e-06,-1,PC7,p130774
-1.1325947519116676e+18,0.9929060770587372,-1,PC8,p130774
1.5112292777200528e+16,0.000176410121997247,-1,PC9,p130774
-4.844349333774468e+16,0.0087833904650457,-1,PC10,p130774
1.6770821116564368e+16,0.00012208928361849515,-1,PC11,p130774
4.89672665597496e+17,0.9917551338016942,-1,PC12,p130774
1909.235061368228,0.9999999999999926,-1,PC13,p130774
3.805526529597729e+16,0.0024259751357252,-1,PC14,p130774
-3.9303132931644856e+16,1.9754780291157297e-05,-1,PC15,p130774
4.125859146831196e+16,0.0027386059142096,-1,PC16,p130774
-5.2680287749371e+16,7.730115881664379e-06,-1,PC17,p130774
1.413365055910121e+16,0.0036401103588364,-1,PC18,p130774
-2.6045902530845028e+16,0.0357864366348157,-1,PC19,p130774
-1.6342453941092694e+16,0.1112095391866608,-1,PC20,p130774
-2.2717194277960416e+16,0.0045762213572152,-1,PC21,p130774
-6.1552366630075e+16,0.00021589976301106457,-1,PC22,p130774
5.721546877877153e+16,0.0002573510831560979,-1,PC23,p130774
8.880505477760149e+16,0.0044886943007376,-1,PC24,p130774
-2.851007059747165e+16,4.46289925222499e-06,-1,PC25,p130774
-1.0968329588252675e+17,2.8853107380079613e-05,-1,PC26,p130774
5099.203270793486,0.2138703342548989,-1,PC1,p130820
6.572518379918223,1.0503418458362216e-15,-1,PC2,p130820
2.4107741889771126,0.0009547320773269976,-1,PC3,p130820
3.613829394634759,4.384059113871954e-06,-1,PC4,p130820
-2.38233581011252,0.0085366088197702,-1,PC5,p130820
6.900766934302793,2.9197625557074682e-12,-1,PC6,p130820
3.5932543745026555,0.0001359037442590473,-1,PC7,p130820
6.574209495115154,0.0002942044773937256,-1,PC8,p130820
5.389506302592343,1.6830440850577e-08,-1,PC9,p130820
3.454744464589617,0.018414345102334,-1,PC10,p130820
4.282923234789762,6.54319214806091e-07,-1,PC11,p130820
-4.420697889277462,1.62922915540464e-05,-1,PC12,p130820
6.12100549013647,6.755090203425404e-10,-1,PC13,p130820
-4.856955747633332,0.00014410658192821194,-1,PC14,p130820
10.007935665005586,3.9848998917578397e-16,-1,PC15,p130820
6.355924344824071,1.1045464774553032e-06,-1,PC16,p130820
3.807114893067125,0.0294123593310155,-1,PC17,p130820
1.3741793548724874,0.8061283026786594,-1,PC18,p130820
9.743961293027398,9.281669080911724e-14,-1,PC19,p130820
5.990862775035573,3.190149247181117e-06,-1,PC20,p130820
8.512866211255345,1.036880300414005e-09,-1,PC21,p130820
-4.266484949659494,0.1039546945550163,-1,PC22,p130820
5.265362787896379,0.0031016236165568,-1,PC23,p130820
9.778541947803896,1.6031999497464568e-08,-1,PC24,p130820
-10.480786832929738,6.63973107165048e-11,-1,PC25,p130820
-6.955139045563247,0.0047341831805101,-1,PC26,p130820
4974.097186011943,0.0666306700912443,-1,PC1,p130826
2.988276317370062,8.129282710372591e-07,-1,PC2,p130826
-1.9717868672073424,0.0400431498724739,-1,PC3,p130826
-4.408965510834793,2.45959652749027e-09,-1,PC4,p130826
8.103155297371478,3.844594289923205e-10,-1,PC5,p130826
-3.292190828470608,3.154717382263753e-05,-1,PC6,p130826
-1.8575660985182132,0.4623733620502717,-1,PC7,p130826
4.15816468423416,1.2648243121646935e-06,-1,PC8,p130826
-3.0974041510881185,0.0262550308993293,-1,PC9,p130826
3.1631509872124366,0.0300249226728843,-1,PC10,p130826
-4.394340335950072,0.00047721921460238976,-1,PC11,p130826
8.348497006749652,1.6838351829290952e-14,-1,PC12,p130826
9.857279468953749,5.123023326120018e-12,-1,PC13,p130826
-3.558051386091801,0.0367714182828546,-1,PC14,p130826
4.214609797399886,0.0408495639589195,-1,PC15,p130826
-7.888602305716144,8.492817353051022e-07,-1,PC16,p130826
8.937724600142786,1.1130246532015859e-10,-1,PC17,p130826
10.273882034907675,7.837617441905815e-15,-1,PC18,p130826
-9.887493323516717,1.2035640513198429e-12,-1,PC19,p130826
11.048179022058031,8.969567362061665e-14,-1,PC20,p130826
8.156987416368066,7.204210182280025e-06,-1,PC21,p130826
10.244397356505791,7.357668806586669e-13,-1,PC22,p130826
-9.908200555927598,1.500860545273273e-06,-1,PC23,p130826
9.841460730681366,3.155421654567857e-07,-1,PC24,p130826
9.495721625879552,1.2782452114573338e-08,-1,PC25,p130826
6.5605412803901455,0.0001234676359528995,-1,PC26,p130826
1898.5393762251856,0.4259799089769979,-1,PC1,p130828
4.885868458491909,2.565811065765221e-13,-1,PC2,p130828
4.113536812797523,5.252201396573018e-10,-1,PC3,p130828
-6.038714410412508,1.2475848429088142e-14,-1,PC4,p130828
-5.353641549264502,1.0831108261009266e-14,-1,PC5,p130828
2.5225306359711066,0.0455693175251363,-1,PC6,p130828
4.147973107635873,4.398114679944084e-08,-1,PC7,p130828
3.852537482047986,4.34383466807431e-09,-1,PC8,p130828
-1.4125757964848171,0.1654304906194366,-1,PC9,p130828
-3.39392094005056,0.00014964344944333094,-1,PC10,p130828
2.2423043847171917,0.0079925317959207,-1,PC11,p130828
3.443599744956767,1.3562954143652717e-05,-1,PC12,p130828
